12.0,12.0,75.96375653207411,15.788768000485495
1267132143713.0,6524361290.0,1.179878596157277,17345153.866661564
213.0,2131.0,88.56857556629052,204.1833960671634
221.0,312.0,79.95797636447048,79.31864297112028
321.0,321.0,75.96375653207411,81.66014306583041
32131.0,23.0,0.16405332265323774,7406.197070601989
213.0,213.0,75.96375653207411,66.5192619530125
2132132.0,313.0,0.03364440274123069,133221.75605574177
213213213.0,1321.0,0.001419944358162951,6484789.238553423
21.0,321.0,89.06300303394985,79.23257017429654
3213.0,21.0,1.4975877390175163,775.3228914660349
3.0,21321.0,89.99798453005877,645.6496738506349
321.0,3.0,2.140901366323099,205.01272416303794
21.0,3.0,29.744864740606793,15.436565672020604
213.0,21321.0,89.85690193164675,645.6516871406004
213.0,21.0,21.5226001001055,55.232249551321225
9,18,82.8749836510982,18.905845074638655
18,9,63.434949882419936,14.830964935933263
10,18,82.09283729704154,18.93992746498694
11,18,81.31364541876334,18.977526261856646
3243242342343232,18,1.2719666585141504e-12,844868616290647.0
23,18,72.28420729372068,19.693777141634566
25,22,74.14063373340277,21.56048882634139
23,22,75.35262472763849,21.436473002468908
33,20,67.58385254047846,21.390950216690527
20.0,10.0,63.434949882419936,15.63320969854744
30.0,37.0,78.54124765412281,27.443393553503853
25,10,57.99472082007296,16.489127434649138
20.5,10,62.864862140890914,15.712153396925089
21,10,62.30053008862665,15.792636904071378
21,11.1,64.68711653451861,16.296439487453718
25,12,62.48799983430087,17.27039269547599
20,50,84.28940686250036,31.422362888672456
150,50,53.13439359422245,39.080829461266816
150,100,69.443954783159,47.2241983108778
45.2,100,83.55292499699992,44.49880523131692
45.2,5.2,24.710799271399733,24.12008006106603
45.2,57.2,78.82497156750175,34.08823973609702
50,10,38.64390749908718,22.391118473831387
50,50,75.96375653207411,32.228687723643745
50,40,72.64597536380043,29.299237883882068
50,80,81.11934084947974,40.02910778245294
20,25,78.69006752597979,22.546535873790745
40,25,68.19859052411948,23.811795814352763
10,20,82.8749836510982,19.9285105087114
10,10,75.96375653207411,14.413107315136072
55,10,36.02507832872732,23.774585226945216
0.1,0.1,75.96375653207411,1.4413107315136071
1,10,88.56790381583535,13.987136891480072
2,10,87.13759477388825,14.000235510151645
10,1,21.801409475880526,11.90589791361955
20,15,71.5650511773148,18.051675822051124
